team,pos,rank,name,source_url,fetched_at
TXAM,RB,3,KJ Edwards,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,TE,1,Micah Riley,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,TE,2,Houston Thomas,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,TE,3,Richie Anderson III,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,1,Ashton Bethel-Roman,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,1,Isaiah Horton,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,1,Mario Craver,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,2,Aaron Gregory,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,2,Kelshaun Johnson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,2,Terry Bussey,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,3,Jayden Warren,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,3,Madden Williams,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
TXAM,WR,3,TK Norman,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,QB,1,Alonza Barnett III,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,QB,2,Keyone Jenkins,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,QB,3,Kaleb Annett,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,RB,1,Duke Watson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,RB,2,Landen Chambers,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,RB,3,Taevion Swint,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,TE,1,Dylan Wade,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,TE,2,Caden Piening,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,TE,3,Grayson Brousseau,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,1,Josh Derry,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,1,Ric'Darious Farmer,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,1,Waden Charles,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,2,Jonathan Bibbs,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,2,Jordyn Bridgewater,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,2,Tyren Hornes,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,3,Caleb Rollerson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UCF,WR,3,Chase Hinshaw,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,QB,1,Kenny Minchey,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,QB,2,Callum Wither,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,QB,3,Brennen Ward,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,RB,1,CJ Baxter,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,RB,2,Jason Patterson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,RB,3,Martels Carter Jr.,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,TE,1,Willie Rodriguez,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,TE,2,Henry Boyer,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,TE,3,Mikkel Skinner,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,1,DJ Miller,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,1,Nic Anderson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,1,Shane Carr,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,2,Brock Coffman,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,2,Ja'Kayden Ferguson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,2,Kenny Darby,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,3,Denairius Gray,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,3,Prince Jean,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
UK,WR,3,Xavier Daisy,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,QB,1,Gio Lopez,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,QB,2,Steele Pizzella,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,RB,1,Ty Clark III,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,RB,2,Deuce Lawrence,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,RB,3,KD Daniels,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,TE,1,Will Loerzel,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,TE,2,Dominick Barry,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,TE,3,Kamrean Johnson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,1,Antonio Meeks,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,1,Carlos Hernandez,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,1,Kam Shanks,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,2,Bryce Kania,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,2,Drayden Dickmann,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,2,Jack Foley,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,3,Chase Tyler,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,3,Elijah Otieno,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
WAKE,WR,3,Walker Bryson,https://www.ourlads.com/ncaa-football-depth-charts/depth-chart.aspx,2026-09-13T13:37:43.198062+00:00
